event_id,rig_id,sensor_id,sensor_type,value,unit,event_timestamp
E002437,RIG_02,SEN_20,pressure,2822.78,psi,2025-02-01 20:18:00
E002438,RIG_01,SEN_02,flow,109.5,l/min,2025-02-01 20:18:30
E002439,RIG_10,SEN_16,temperature,76.34,C,2025-02-01 20:19:00
E002440,RIG_10,SEN_17,flow,128.09,l/min,2025-02-01 20:19:30
E002441,RIG_10,SEN_04,vibration,2.27,mm/s,2025-02-01 20:20:00
E002442,RIG_10,SEN_18,pressure,2296.32,psi,2025-02-01 20:20:30
E002443,RIG_05,SEN_18,flow,131.66,l/min,2025-02-01 20:21:00
E002444,RIG_06,SEN_17,pressure,3030.49,psi,2025-02-01 20:21:30
E002445,RIG_09,SEN_01,pressure,2343.89,psi,2025-02-01 20:22:00
E002446,RIG_07,SEN_13,temperature,77.7,C,2025-02-01 20:22:30
E002447,RIG_04,SEN_14,temperature,80.04,C,2025-02-01 20:23:00
E002448,RIG_06,SEN_15,temperature,87.31,C,2025-02-01 20:23:30
E002449,RIG_06,SEN_20,vibration,2.24,mm/s,2025-02-01 20:24:00
E002450,RIG_10,SEN_02,pressure,2477.67,psi,2025-02-01 20:24:30
E002451,RIG_07,SEN_01,pressure,2631.72,psi,2025-02-01 20:25:00
E002452,RIG_06,SEN_12,vibration,3.12,mm/s,2025-02-01 20:25:30
E002453,RIG_08,SEN_05,pressure,2406.16,psi,2025-02-01 20:26:00
E002454,RIG_03,SEN_09,flow,114.85,l/min,2025-02-01 20:26:30
E002455,RIG_08,SEN_15,temperature,86.32,C,2025-02-01 20:27:00
E002456,RIG_08,SEN_05,pressure,2838.43,psi,2025-02-01 20:27:30
E002457,RIG_09,SEN_19,temperature,92.77,C,2025-02-01 20:28:00
E002458,RIG_04,SEN_13,flow,100.07,l/min,2025-02-01 20:28:30
E002459,RIG_01,SEN_06,vibration,5.08,mm/s,2025-02-01 20:29:00
E002460,RIG_08,SEN_10,pressure,3160.49,psi,2025-02-01 20:29:30
E002461,RIG_09,SEN_16,pressure,2254.34,psi,2025-02-01 20:30:00
E002462,RIG_10,SEN_11,pressure,3180.15,psi,2025-02-01 20:30:30
E002463,RIG_10,SEN_20,vibration,9.15,mm/s,2025-02-01 20:31:00
E002464,RIG_10,SEN_08,flow,107.82,l/min,2025-02-01 20:31:30
E002465,RIG_10,SEN_13,pressure,2349.16,psi,2025-02-01 20:32:00
E002466,RIG_07,SEN_17,temperature,76.49,C,2025-02-01 20:32:30
E002467,RIG_02,SEN_04,vibration,2.03,mm/s,2025-02-01 20:33:00
E002468,RIG_08,SEN_03,flow,117.9,l/min,2025-02-01 20:33:30
E002469,RIG_09,SEN_05,temperature,75.27,C,2025-02-01 20:34:00
E002470,RIG_10,SEN_08,temperature,78.04,C,2025-02-01 20:34:30
E002471,RIG_03,SEN_05,flow,123.08,l/min,2025-02-01 20:35:00
E002472,RIG_06,SEN_16,pressure,2678.36,psi,2025-02-01 20:35:30
E002473,RIG_04,SEN_13,vibration,3.39,mm/s,2025-02-01 20:36:00
E002474,RIG_10,SEN_05,vibration,2.71,mm/s,2025-02-01 20:36:30
E002475,RIG_07,SEN_06,flow,139.35,l/min,2025-02-01 20:37:00
E002476,RIG_07,SEN_01,vibration,5.27,mm/s,2025-02-01 20:37:30
E002477,RIG_01,SEN_14,pressure,2843.13,psi,2025-02-01 20:38:00
E002478,RIG_09,SEN_16,vibration,4.9,mm/s,2025-02-01 20:38:30
E002479,RIG_04,SEN_10,pressure,2423.33,psi,2025-02-01 20:39:00
E002480,RIG_04,SEN_04,vibration,3.49,mm/s,2025-02-01 20:39:30
E002481,RIG_01,SEN_18,vibration,10.0,mm/s,2025-02-01 20:40:00
E002482,RIG_03,SEN_16,temperature,90.64,C,2025-02-01 20:40:30
E002483,RIG_04,SEN_01,vibration,3.54,mm/s,2025-02-01 20:41:00
E002484,RIG_07,SEN_12,temperature,87.92,C,2025-02-01 20:41:30
E002485,RIG_10,SEN_03,pressure,2539.96,psi,2025-02-01 20:42:00
E002486,RIG_08,SEN_09,flow,134.82,l/min,2025-02-01 20:42:30
E002487,RIG_09,SEN_20,flow,100.04,l/min,2025-02-01 20:43:00
E002488,RIG_04,SEN_16,vibration,2.93,mm/s,2025-02-01 20:43:30
E002489,RIG_04,SEN_06,vibration,2.84,mm/s,2025-02-01 20:44:00
E002490,RIG_03,SEN_08,pressure,2838.27,psi,2025-02-01 20:44:30
E002491,RIG_02,SEN_15,pressure,2463.92,psi,2025-02-01 20:45:00
E002492,RIG_09,SEN_11,vibration,2.15,mm/s,2025-02-01 20:45:30
E002493,RIG_03,SEN_20,vibration,4.24,mm/s,2025-02-01 20:46:00
E002494,RIG_07,SEN_04,vibration,2.92,mm/s,2025-02-01 20:46:30
E002495,RIG_01,SEN_12,vibration,5.72,mm/s,2025-02-01 20:47:00
E002496,RIG_05,SEN_18,pressure,3130.61,psi,2025-02-01 20:47:30
E002497,RIG_08,SEN_07,pressure,3016.05,psi,2025-02-01 20:48:00
E002498,RIG_09,SEN_02,flow,129.82,l/min,2025-02-01 20:48:30
E002499,RIG_07,SEN_10,temperature,93.08,C,2025-02-01 20:49:00
E002500,RIG_06,SEN_14,temperature,80.13,C,2025-02-01 20:49:30
E002501,RIG_03,SEN_08,flow,109.02,l/min,2025-02-01 20:50:00
E002502,RIG_05,SEN_06,temperature,80.64,C,2025-02-01 20:50:30
E002503,RIG_09,SEN_10,flow,109.13,l/min,2025-02-01 20:51:00
E002504,RIG_06,SEN_07,vibration,2.05,mm/s,2025-02-01 20:51:30
E002505,RIG_08,SEN_10,flow,123.19,l/min,2025-02-01 20:52:00
E002506,RIG_04,SEN_06,temperature,85.02,C,2025-02-01 20:52:30
E002507,RIG_09,SEN_10,vibration,2.04,mm/s,2025-02-01 20:53:00
E002508,RIG_03,SEN_18,vibration,4.95,mm/s,2025-02-01 20:53:30
E002509,RIG_10,SEN_10,pressure,2816.68,psi,2025-02-01 20:54:00
E002510,RIG_07,SEN_06,flow,101.92,l/min,2025-02-01 20:54:30
E002511,RIG_07,SEN_13,pressure,2793.48,psi,2025-02-01 20:55:00
E002512,RIG_08,SEN_20,pressure,2348.18,psi,2025-02-01 20:55:30
E002513,RIG_03,SEN_04,flow,111.62,l/min,2025-02-01 20:56:00
E002514,RIG_10,SEN_13,pressure,2270.43,psi,2025-02-01 20:56:30
E002515,RIG_08,SEN_03,temperature,89.0,C,2025-02-01 20:57:00
E002516,RIG_02,SEN_10,flow,257.26,l/min,2025-02-01 20:57:30
E002517,RIG_01,SEN_07,temperature,81.21,C,2025-02-01 20:58:00
E002518,RIG_03,SEN_11,temperature,84.54,C,2025-02-01 20:58:30
E002519,RIG_09,SEN_04,flow,126.75,l/min,2025-02-01 20:59:00
E002520,RIG_03,SEN_04,pressure,3056.95,psi,2025-02-01 20:59:30
E002521,RIG_04,SEN_18,pressure,2358.09,psi,2025-02-01 21:00:00
E002522,RIG_03,SEN_02,vibration,11.94,mm/s,2025-02-01 21:00:30
E002523,RIG_09,SEN_11,vibration,3.88,mm/s,2025-02-01 21:01:00
E002524,RIG_06,SEN_12,flow,100.46,l/min,2025-02-01 21:01:30
E002525,RIG_05,SEN_10,vibration,3.45,mm/s,2025-02-01 21:02:00
E002526,RIG_08,SEN_05,temperature,87.32,C,2025-02-01 21:02:30
E002527,RIG_04,SEN_04,flow,110.99,l/min,2025-02-01 21:03:00
E002528,RIG_01,SEN_07,vibration,5.34,mm/s,2025-02-01 21:03:30
E002529,RIG_10,SEN_07,temperature,91.75,C,2025-02-01 21:04:00
E002530,RIG_06,SEN_15,vibration,4.89,mm/s,2025-02-01 21:04:30
E002531,RIG_02,SEN_07,flow,188.43,l/min,2025-02-01 21:05:00
E002532,RIG_05,SEN_18,pressure,3147.06,psi,2025-02-01 21:05:30
E002533,RIG_09,SEN_15,flow,115.0,l/min,2025-02-01 21:06:00
E002534,RIG_03,SEN_09,pressure,2324.15,psi,2025-02-01 21:06:30
E002535,RIG_10,SEN_04,temperature,92.2,C,2025-02-01 21:07:00
E002536,RIG_02,SEN_14,vibration,5.84,mm/s,2025-02-01 21:07:30
E002537,RIG_05,SEN_05,temperature,90.08,C,2025-02-01 21:08:00
E002538,RIG_03,SEN_18,temperature,90.39,C,2025-02-01 21:08:30
E002539,RIG_09,SEN_08,temperature,79.85,C,2025-02-01 21:09:00
E002540,RIG_10,SEN_20,pressure,2893.5,psi,2025-02-01 21:09:30
E002541,RIG_10,SEN_13,temperature,94.89,C,2025-02-01 21:10:00
E002542,RIG_09,SEN_16,pressure,2714.24,psi,2025-02-01 21:10:30
E002543,RIG_10,SEN_04,vibration,4.87,mm/s,2025-02-01 21:11:00
E002544,RIG_02,SEN_17,vibration,2.5,mm/s,2025-02-01 21:11:30
E002545,RIG_02,SEN_20,flow,112.43,l/min,2025-02-01 21:12:00
E002546,RIG_08,SEN_13,temperature,81.11,C,2025-02-01 21:12:30
E002547,RIG_04,SEN_03,pressure,2400.22,psi,2025-02-01 21:13:00
E002548,RIG_07,SEN_18,temperature,80.97,C,2025-02-01 21:13:30
E002549,RIG_03,SEN_19,temperature,93.72,C,2025-02-01 21:14:00
E002550,RIG_08,SEN_05,vibration,2.17,mm/s,2025-02-01 21:14:30
E002551,RIG_05,SEN_14,flow,132.55,l/min,2025-02-01 21:15:00
E002552,RIG_07,SEN_01,pressure,3131.46,psi,2025-02-01 21:15:30
E002553,RIG_01,SEN_17,vibration,5.44,mm/s,2025-02-01 21:16:00
E002554,RIG_07,SEN_04,temperature,84.71,C,2025-02-01 21:16:30
E002555,RIG_04,SEN_06,pressure,3053.8,psi,2025-02-01 21:17:00
E002556,RIG_03,SEN_10,vibration,2.37,mm/s,2025-02-01 21:17:30
E002557,RIG_10,SEN_01,vibration,4.61,mm/s,2025-02-01 21:18:00
E002558,RIG_07,SEN_19,temperature,79.33,C,2025-02-01 21:18:30
E002559,RIG_06,SEN_04,temperature,81.93,C,2025-02-01 21:19:00
E002560,RIG_10,SEN_10,temperature,89.96,C,2025-02-01 21:19:30
E002561,RIG_03,SEN_01,pressure,2580.52,psi,2025-02-01 21:20:00
E002562,RIG_03,SEN_06,vibration,3.34,mm/s,2025-02-01 21:20:30
E002563,RIG_09,SEN_08,pressure,2954.0,psi,2025-02-01 21:21:00
E002564,RIG_08,SEN_20,pressure,2921.7,psi,2025-02-01 21:21:30
E002565,RIG_07,SEN_04,temperature,76.96,C,2025-02-01 21:22:00
E002566,RIG_04,SEN_11,pressure,2544.99,psi,2025-02-01 21:22:30
E002567,RIG_06,SEN_01,vibration,5.41,mm/s,2025-02-01 21:23:00
E002568,RIG_03,SEN_20,pressure,3022.52,psi,2025-02-01 21:23:30
E002569,RIG_02,SEN_04,pressure,2788.36,psi,2025-02-01 21:24:00
E002570,RIG_06,SEN_07,pressure,2349.65,psi,2025-02-01 21:24:30
E002571,RIG_09,SEN_20,temperature,80.54,C,2025-02-01 21:25:00
E002572,RIG_04,SEN_09,vibration,2.85,mm/s,2025-02-01 21:25:30
E002573,RIG_05,SEN_16,vibration,3.65,mm/s,2025-02-01 21:26:00
E002574,RIG_07,SEN_17,temperature,94.68,C,2025-02-01 21:26:30
E002575,RIG_03,SEN_20,vibration,3.48,mm/s,2025-02-01 21:27:00
E002576,RIG_04,SEN_14,pressure,2555.74,psi,2025-02-01 21:27:30
E002577,RIG_09,SEN_13,vibration,5.73,mm/s,2025-02-01 21:28:00
E002578,RIG_01,SEN_07,flow,129.09,l/min,2025-02-01 21:28:30
E002579,RIG_10,SEN_01,vibration,2.46,mm/s,2025-02-01 21:29:00
E002580,RIG_07,SEN_10,temperature,92.61,C,2025-02-01 21:29:30
E002581,RIG_08,SEN_15,pressure,2414.52,psi,2025-02-01 21:30:00
E002582,RIG_05,SEN_17,flow,135.96,l/min,2025-02-01 21:30:30
E002583,RIG_07,SEN_13,temperature,86.87,C,2025-02-01 21:31:00
E002584,RIG_05,SEN_10,temperature,89.38,C,2025-02-01 21:31:30
E002585,RIG_04,SEN_06,flow,139.89,l/min,2025-02-01 21:32:00
E002586,RIG_10,SEN_11,pressure,2919.99,psi,2025-02-01 21:32:30
E002587,RIG_04,SEN_08,vibration,2.38,mm/s,2025-02-01 21:33:00
E002588,RIG_06,SEN_01,flow,129.0,l/min,2025-02-01 21:33:30
E002589,RIG_08,SEN_09,temperature,83.15,C,2025-02-01 21:34:00
E002590,RIG_08,SEN_02,pressure,3230.02,psi,2025-02-01 21:34:30
E002591,RIG_09,SEN_06,vibration,4.32,mm/s,2025-02-01 21:35:00
E002592,RIG_04,SEN_15,vibration,4.87,mm/s,2025-02-01 21:35:30
E002593,RIG_05,SEN_13,temperature,90.74,C,2025-02-01 21:36:00
E002594,RIG_02,SEN_08,flow,140.1,l/min,2025-02-01 21:36:30
E002595,RIG_09,SEN_04,vibration,4.11,mm/s,2025-02-01 21:37:00
E002596,RIG_08,SEN_18,temperature,79.95,C,2025-02-01 21:37:30
E002597,RIG_10,SEN_16,flow,135.27,l/min,2025-02-01 21:38:00
E002598,RIG_01,SEN_18,vibration,3.98,mm/s,2025-02-01 21:38:30
E002599,RIG_03,SEN_01,temperature,82.36,C,2025-02-01 21:39:00
E002600,RIG_01,SEN_20,temperature,79.63,C,2025-02-01 21:39:30
E002601,RIG_10,SEN_02,vibration,4.94,mm/s,2025-02-01 21:40:00
E002602,RIG_04,SEN_09,vibration,4.46,mm/s,2025-02-01 21:40:30
E002603,RIG_05,SEN_18,flow,134.95,l/min,2025-02-01 21:41:00
E002604,RIG_06,SEN_07,temperature,92.1,C,2025-02-01 21:41:30
E002605,RIG_04,SEN_16,pressure,2552.7,psi,2025-02-01 21:42:00
E002606,RIG_07,SEN_05,pressure,2772.43,psi,2025-02-01 21:42:30
E002607,RIG_08,SEN_14,vibration,3.19,mm/s,2025-02-01 21:43:00
E002608,RIG_01,SEN_08,temperature,81.58,C,2025-02-01 21:43:30
E002609,RIG_09,SEN_13,pressure,2814.61,psi,2025-02-01 21:44:00
E002610,RIG_05,SEN_01,temperature,85.47,C,2025-02-01 21:44:30
E002611,RIG_02,SEN_18,vibration,3.6,mm/s,2025-02-01 21:45:00
E002612,RIG_02,SEN_13,flow,101.46,l/min,2025-02-01 21:45:30
E002613,RIG_07,SEN_09,flow,106.66,l/min,2025-02-01 21:46:00
E002614,RIG_01,SEN_12,temperature,168.2,C,2025-02-01 21:46:30
E002615,RIG_04,SEN_20,vibration,3.44,mm/s,2025-02-01 21:47:00
E002616,RIG_01,SEN_17,vibration,2.42,mm/s,2025-02-01 21:47:30
E002617,RIG_01,SEN_09,pressure,2433.28,psi,2025-02-01 21:48:00
E002618,RIG_08,SEN_15,pressure,3101.6,psi,2025-02-01 21:48:30
E002619,RIG_02,SEN_19,temperature,80.84,C,2025-02-01 21:49:00
E002620,RIG_03,SEN_06,temperature,78.09,C,2025-02-01 21:49:30
E002621,RIG_02,SEN_04,pressure,2944.36,psi,2025-02-01 21:50:00
E002622,RIG_05,SEN_11,vibration,2.97,mm/s,2025-02-01 21:50:30
E002623,RIG_01,SEN_17,pressure,2620.68,psi,2025-02-01 21:51:00
E002624,RIG_06,SEN_15,pressure,3119.59,psi,2025-02-01 21:51:30
E002625,RIG_08,SEN_15,temperature,89.82,C,2025-02-01 21:52:00
E002626,RIG_02,SEN_01,flow,115.43,l/min,2025-02-01 21:52:30
E002627,RIG_02,SEN_12,flow,118.64,l/min,2025-02-01 21:53:00
E002628,RIG_07,SEN_18,vibration,2.11,mm/s,2025-02-01 21:53:30
E002629,RIG_06,SEN_01,pressure,2844.18,psi,2025-02-01 21:54:00
E002630,RIG_01,SEN_02,temperature,84.77,C,2025-02-01 21:54:30
E002631,RIG_09,SEN_07,temperature,81.59,C,2025-02-01 21:55:00
E002632,RIG_06,SEN_09,flow,134.02,l/min,2025-02-01 21:55:30
E002633,RIG_04,SEN_01,flow,105.46,l/min,2025-02-01 21:56:00
E002634,RIG_03,SEN_09,flow,132.54,l/min,2025-02-01 21:56:30
E002635,RIG_01,SEN_03,vibration,4.23,mm/s,2025-02-01 21:57:00
E002636,RIG_08,SEN_15,temperature,94.38,C,2025-02-01 21:57:30
E002637,RIG_10,SEN_12,flow,110.41,l/min,2025-02-01 21:58:00
E002638,RIG_01,SEN_09,temperature,77.35,C,2025-02-01 21:58:30
E002639,RIG_06,SEN_17,pressure,2377.85,psi,2025-02-01 21:59:00
E002640,RIG_10,SEN_06,pressure,2287.83,psi,2025-02-01 21:59:30
E002641,RIG_02,SEN_17,temperature,86.13,C,2025-02-01 22:00:00
E002642,RIG_06,SEN_12,vibration,5.27,mm/s,2025-02-01 22:00:30
E002643,RIG_05,SEN_19,vibration,2.48,mm/s,2025-02-01 22:01:00
E002644,RIG_05,SEN_05,temperature,145.23,C,2025-02-01 22:01:30
E002645,RIG_02,SEN_09,flow,127.91,l/min,2025-02-01 22:02:00
E002646,RIG_06,SEN_19,vibration,3.21,mm/s,2025-02-01 22:02:30
E002647,RIG_10,SEN_19,flow,135.99,l/min,2025-02-01 22:03:00
E002648,RIG_01,SEN_03,flow,133.6,l/min,2025-02-01 22:03:30
E002649,RIG_02,SEN_20,temperature,86.68,C,2025-02-01 22:04:00
E002650,RIG_07,SEN_04,flow,117.84,l/min,2025-02-01 22:04:30
E002651,RIG_04,SEN_06,temperature,84.6,C,2025-02-01 22:05:00
E002652,RIG_10,SEN_03,flow,137.97,l/min,2025-02-01 22:05:30
E002653,RIG_08,SEN_12,temperature,80.46,C,2025-02-01 22:06:00
E002654,RIG_03,SEN_20,vibration,5.24,mm/s,2025-02-01 22:06:30
E002655,RIG_07,SEN_05,flow,114.38,l/min,2025-02-01 22:07:00
E002656,RIG_03,SEN_01,temperature,82.48,C,2025-02-01 22:07:30
E002657,RIG_08,SEN_13,temperature,76.59,C,2025-02-01 22:08:00
E002658,RIG_06,SEN_20,vibration,4.05,mm/s,2025-02-01 22:08:30
E002659,RIG_05,SEN_20,vibration,4.7,mm/s,2025-02-01 22:09:00
E002660,RIG_02,SEN_16,vibration,3.07,mm/s,2025-02-01 22:09:30
E002661,RIG_09,SEN_10,flow,116.46,l/min,2025-02-01 22:10:00
E002662,RIG_10,SEN_01,flow,116.35,l/min,2025-02-01 22:10:30
E002663,RIG_04,SEN_06,flow,132.16,l/min,2025-02-01 22:11:00
E002664,RIG_06,SEN_05,flow,112.79,l/min,2025-02-01 22:11:30
E002665,RIG_05,SEN_14,vibration,4.84,mm/s,2025-02-01 22:12:00
E002666,RIG_08,SEN_04,vibration,5.5,mm/s,2025-02-01 22:12:30
E002667,RIG_02,SEN_03,flow,221.55,l/min,2025-02-01 22:13:00
E002668,RIG_07,SEN_18,temperature,87.18,C,2025-02-01 22:13:30
E002669,RIG_07,SEN_04,temperature,77.74,C,2025-02-01 22:14:00
E002670,RIG_01,SEN_14,flow,128.65,l/min,2025-02-01 22:14:30
E002671,RIG_10,SEN_12,temperature,88.51,C,2025-02-01 22:15:00
E002672,RIG_09,SEN_13,flow,106.94,l/min,2025-02-01 22:15:30
E002673,RIG_07,SEN_19,vibration,3.24,mm/s,2025-02-01 22:16:00
E002674,RIG_03,SEN_08,pressure,2595.48,psi,2025-02-01 22:16:30
E002675,RIG_02,SEN_08,vibration,3.57,mm/s,2025-02-01 22:17:00
E002676,RIG_01,SEN_01,vibration,2.61,mm/s,2025-02-01 22:17:30
E002677,RIG_09,SEN_20,flow,114.23,l/min,2025-02-01 22:18:00
E002678,RIG_01,SEN_07,pressure,3036.44,psi,2025-02-01 22:18:30
E002679,RIG_09,SEN_04,temperature,88.16,C,2025-02-01 22:19:00
E002680,RIG_10,SEN_15,pressure,3158.17,psi,2025-02-01 22:19:30
E002681,RIG_02,SEN_01,flow,105.53,l/min,2025-02-01 22:20:00
E002682,RIG_09,SEN_11,pressure,2698.16,psi,2025-02-01 22:20:30
E002683,RIG_10,SEN_09,temperature,94.19,C,2025-02-01 22:21:00
E002684,RIG_02,SEN_06,temperature,86.76,C,2025-02-01 22:21:30
E002685,RIG_05,SEN_18,pressure,2896.73,psi,2025-02-01 22:22:00
E002686,RIG_08,SEN_03,pressure,2526.64,psi,2025-02-01 22:22:30
E002687,RIG_09,SEN_17,vibration,2.54,mm/s,2025-02-01 22:23:00
E002688,RIG_10,SEN_09,vibration,4.63,mm/s,2025-02-01 22:23:30
E002689,RIG_08,SEN_06,flow,120.75,l/min,2025-02-01 22:24:00
E002690,RIG_09,SEN_14,pressure,2859.62,psi,2025-02-01 22:24:30
E002691,RIG_03,SEN_12,pressure,2309.73,psi,2025-02-01 22:25:00
E002692,RIG_05,SEN_04,temperature,77.62,C,2025-02-01 22:25:30
E002693,RIG_05,SEN_15,vibration,6.01,mm/s,2025-02-01 22:26:00
E002694,RIG_01,SEN_13,flow,139.59,l/min,2025-02-01 22:26:30
E002695,RIG_05,SEN_14,temperature,81.87,C,2025-02-01 22:27:00
E002696,RIG_06,SEN_01,flow,124.51,l/min,2025-02-01 22:27:30
E002697,RIG_01,SEN_05,temperature,80.94,C,2025-02-01 22:28:00
E002698,RIG_04,SEN_05,pressure,2509.01,psi,2025-02-01 22:28:30
E002699,RIG_05,SEN_11,temperature,75.82,C,2025-02-01 22:29:00
E002700,RIG_05,SEN_17,flow,118.16,l/min,2025-02-01 22:29:30
E002701,RIG_08,SEN_03,vibration,3.63,mm/s,2025-02-01 22:30:00
E002702,RIG_07,SEN_14,vibration,2.44,mm/s,2025-02-01 22:30:30
E002703,RIG_04,SEN_03,vibration,10.7,mm/s,2025-02-01 22:31:00
E002704,RIG_07,SEN_08,temperature,84.64,C,2025-02-01 22:31:30
E002705,RIG_06,SEN_08,vibration,3.77,mm/s,2025-02-01 22:32:00
E002706,RIG_02,SEN_11,temperature,87.91,C,2025-02-01 22:32:30
E002707,RIG_01,SEN_13,pressure,3201.35,psi,2025-02-01 22:33:00
E002708,RIG_01,SEN_11,pressure,2382.19,psi,2025-02-01 22:33:30
E002709,RIG_04,SEN_06,vibration,2.14,mm/s,2025-02-01 22:34:00
E002710,RIG_03,SEN_13,vibration,4.51,mm/s,2025-02-01 22:34:30
E002711,RIG_05,SEN_13,vibration,2.28,mm/s,2025-02-01 22:35:00
E002712,RIG_09,SEN_14,vibration,5.48,mm/s,2025-02-01 22:35:30
E002713,RIG_01,SEN_14,temperature,94.51,C,2025-02-01 22:36:00
E002714,RIG_04,SEN_01,pressure,3115.2,psi,2025-02-01 22:36:30
E002715,RIG_08,SEN_09,flow,129.39,l/min,2025-02-01 22:37:00
E002716,RIG_05,SEN_06,pressure,2779.47,psi,2025-02-01 22:37:30
E002717,RIG_08,SEN_06,temperature,90.52,C,2025-02-01 22:38:00
E002718,RIG_01,SEN_13,pressure,2851.75,psi,2025-02-01 22:38:30
E002719,RIG_06,SEN_16,pressure,2579.58,psi,2025-02-01 22:39:00
E002720,RIG_01,SEN_19,temperature,90.59,C,2025-02-01 22:39:30
E002721,RIG_08,SEN_17,vibration,5.43,mm/s,2025-02-01 22:40:00
E002722,RIG_06,SEN_09,pressure,2326.43,psi,2025-02-01 22:40:30
E002723,RIG_05,SEN_13,flow,109.23,l/min,2025-02-01 22:41:00
E002724,RIG_10,SEN_13,temperature,84.61,C,2025-02-01 22:41:30
E002725,RIG_08,SEN_20,temperature,88.87,C,2025-02-01 22:42:00
E002726,RIG_06,SEN_18,pressure,2780.13,psi,2025-02-01 22:42:30
E002727,RIG_10,SEN_10,temperature,95.01,C,2025-02-01 22:43:00
E002728,RIG_06,SEN_02,temperature,187.36,C,2025-02-01 22:43:30
E002729,RIG_04,SEN_06,pressure,2982.18,psi,2025-02-01 22:44:00
E002730,RIG_05,SEN_09,vibration,3.98,mm/s,2025-02-01 22:44:30
E002731,RIG_07,SEN_12,pressure,3091.58,psi,2025-02-01 22:45:00
E002732,RIG_08,SEN_17,flow,122.84,l/min,2025-02-01 22:45:30
E002733,RIG_06,SEN_20,vibration,2.87,mm/s,2025-02-01 22:46:00
E002734,RIG_04,SEN_07,temperature,83.12,C,2025-02-01 22:46:30
E002735,RIG_09,SEN_06,pressure,3009.41,psi,2025-02-01 22:47:00
E002736,RIG_08,SEN_05,vibration,5.23,mm/s,2025-02-01 22:47:30
E002737,RIG_01,SEN_11,pressure,2727.43,psi,2025-02-01 22:48:00
E002738,RIG_04,SEN_15,pressure,3147.45,psi,2025-02-01 22:48:30
E002739,RIG_05,SEN_08,temperature,87.69,C,2025-02-01 22:49:00
E002740,RIG_06,SEN_01,vibration,4.88,mm/s,2025-02-01 22:49:30
E002741,RIG_07,SEN_04,vibration,4.92,mm/s,2025-02-01 22:50:00
E002742,RIG_06,SEN_09,pressure,2818.22,psi,2025-02-01 22:50:30
E002743,RIG_02,SEN_09,flow,128.19,l/min,2025-02-01 22:51:00
E002744,RIG_09,SEN_14,vibration,4.13,mm/s,2025-02-01 22:51:30
E002745,RIG_02,SEN_16,flow,102.25,l/min,2025-02-01 22:52:00
E002746,RIG_09,SEN_02,flow,133.92,l/min,2025-02-01 22:52:30
E002747,RIG_06,SEN_14,flow,123.15,l/min,2025-02-01 22:53:00
E002748,RIG_03,SEN_16,temperature,77.05,C,2025-02-01 22:53:30
E002749,RIG_04,SEN_04,pressure,2922.55,psi,2025-02-01 22:54:00
E002750,RIG_04,SEN_11,vibration,2.22,mm/s,2025-02-01 22:54:30
E002751,RIG_06,SEN_08,flow,137.77,l/min,2025-02-01 22:55:00
E002752,RIG_08,SEN_11,flow,127.04,l/min,2025-02-01 22:55:30
E002753,RIG_09,SEN_01,pressure,3127.7,psi,2025-02-01 22:56:00
E002754,RIG_06,SEN_06,pressure,2875.42,psi,2025-02-01 22:56:30
E002755,RIG_04,SEN_15,pressure,3247.47,psi,2025-02-01 22:57:00
E002756,RIG_01,SEN_09,pressure,3263.5,psi,2025-02-01 22:57:30
E002757,RIG_07,SEN_20,temperature,193.48,C,2025-02-01 22:58:00
E002758,RIG_08,SEN_20,pressure,2519.43,psi,2025-02-01 22:58:30
E002759,RIG_09,SEN_13,temperature,81.26,C,2025-02-01 22:59:00
E002760,RIG_02,SEN_07,pressure,3197.98,psi,2025-02-01 22:59:30
E002761,RIG_02,SEN_01,pressure,2459.88,psi,2025-02-01 23:00:00
E002762,RIG_09,SEN_18,flow,134.81,l/min,2025-02-01 23:00:30
E002763,RIG_06,SEN_09,pressure,3209.43,psi,2025-02-01 23:01:00
E002764,RIG_06,SEN_17,vibration,3.86,mm/s,2025-02-01 23:01:30
E002765,RIG_02,SEN_17,pressure,2678.97,psi,2025-02-01 23:02:00
E002766,RIG_01,SEN_12,temperature,79.31,C,2025-02-01 23:02:30
E002767,RIG_04,SEN_14,flow,135.87,l/min,2025-02-01 23:03:00
E002768,RIG_01,SEN_17,temperature,91.02,C,2025-02-01 23:03:30
E002769,RIG_08,SEN_15,vibration,5.37,mm/s,2025-02-01 23:04:00
E002770,RIG_05,SEN_14,pressure,2344.74,psi,2025-02-01 23:04:30
E002771,RIG_01,SEN_15,pressure,2450.02,psi,2025-02-01 23:05:00
E002772,RIG_07,SEN_08,flow,114.16,l/min,2025-02-01 23:05:30
E002773,RIG_09,SEN_06,pressure,3257.69,psi,2025-02-01 23:06:00
E002774,RIG_01,SEN_12,vibration,3.54,mm/s,2025-02-01 23:06:30
E002775,RIG_08,SEN_10,pressure,2293.73,psi,2025-02-01 23:07:00
E002776,RIG_04,SEN_13,flow,135.72,l/min,2025-02-01 23:07:30
E002777,RIG_07,SEN_18,vibration,2.91,mm/s,2025-02-01 23:08:00
E002778,RIG_06,SEN_18,vibration,2.22,mm/s,2025-02-01 23:08:30
E002779,RIG_05,SEN_01,flow,136.23,l/min,2025-02-01 23:09:00
E002780,RIG_08,SEN_18,vibration,4.05,mm/s,2025-02-01 23:09:30
